Grant Agreement ID;Project Link;EU contribution (€);Includes PO?;PO budget (€);PO budget %;PO link;PO link 2;PO link 3;Topic ;;;;;;;;;;;;;;;;;;;
815622;https://cordis.europa.eu/project/rcn/222522/factsheet/en;3753135.56;0;-;-;-;;;SC1-BHC-15-2018 - New anti-infective agents for prevention and/or treatment of neglected infectious diseases (NID);;;;;;;;;;;;;;;;;;;
861889;https://cordis.europa.eu/project/rcn/224221/factsheet/en;240000.00;0;-;-;-;;;IBA-SC1-GACD-2018 - Grant to the Global Alliance for Chronic Diseases;;;;;;;;;;;;;;;;;;;
815418;https://cordis.europa.eu/project/rcn/222519/factsheet/en;8391240.29;0;-;-;-;;;SC1-BHC-15-2018 - New anti-infective agents for prevention and/or treatment of neglected infectious diseases (NID);;;;;;;;;;;;;;;;;;;
815643;https://cordis.europa.eu/project/rcn/223199/factsheet/en;6619342.30;0;-;-;-;;;SC1-BHC-15-2018 - New anti-infective agents for prevention and/or treatment of neglected infectious diseases (NID);;;;;;;;;;;;;;;;;;;
825828;https://cordis.europa.eu/project/rcn/224197/factsheet/en;14931337.50;0;-;-;-;;;SC1-BHC-09-2018 - Innovation platforms for advanced therapies of the future;;;;;;;;;;;;;;;;;;;
815439;https://cordis.europa.eu/project/rcn/223124/factsheet/en;TBC;0;-;-;-;;;SC1-BHC-15-2018 - New anti-infective agents for prevention and/or treatment of neglected infectious diseases (NID);;;;;;;;;;;;;;;;;;;
815628;https://cordis.europa.eu/project/rcn/223125/factsheet/en;TBC;0;-;-;-;;;SC1-BHC-15-2018 - New anti-infective agents for prevention and/or treatment of neglected infectious diseases (NID);;;;;;;;;;;;;;;;;;;
815568;https://cordis.europa.eu/project/rcn/222521/factsheet/en;TBC;0;-;-;-;;;SC1-BHC-15-2018 - New anti-infective agents for prevention and/or treatment of neglected infectious diseases (NID);;;;;;;;;;;;;;;;;;;
825677;https://cordis.europa.eu/project/rcn/220952/factsheet/en;3983347.00;1;31250.00;0.78;https://www.europadonna.org/;;;SC1-BHC-23-2018 - Novel patient-centred approaches for survivorship. palliation and/or end-of-life care;;;;;;;;;;;;;;;;;;;
825731;https://cordis.europa.eu/project/rcn/220955/factsheet/en;4017817.50;0;-;-;https://www.cudeca.org/en/our-care/;(considerar?);;SC1-BHC-23-2018 - Novel patient-centred approaches for survivorship. palliation and/or end-of-life care;;;;;;;;;;;;;;;;;;;
825872;https://cordis.europa.eu/project/rcn/220959/factsheet/en;3999308.75;1;86875.00;2.17;http://www.icpcn.org/about-icpcn/vision-mission-aims/;;;SC1-BHC-23-2018 - Novel patient-centred approaches for survivorship. palliation and/or end-of-life care;;;;;;;;;;;;;;;;;;;
825432;https://cordis.europa.eu/project/rcn/219819/factsheet/en;3965262.50;0;-;-;-;;;SC1-BHC-16-2018 - Global Alliance for Chronic Diseases (GACD) - Scaling-up of evidence-based health interventions at population level for the prevention and management of hypertension and/or diabetes;;;;;;;;;;;;;;;;;;;
825823;https://cordis.europa.eu/project/rcn/219828/factsheet/en;3449412.00;1;37500.00;1.09;https://www.facebook.com/pg/Diabetes-Swaziland-539906379382688/about/?ref=page_internal;(confirmar);;SC1-BHC-16-2018 - Global Alliance for Chronic Diseases (GACD) - Scaling-up of evidence-based health interventions at population level for the prevention and management of hypertension and/or diabetes;;;;;;;;;;;;;;;;;;;
825722;https://cordis.europa.eu/project/rcn/220954/factsheet/en;4277875.00;1;108125.00;2.53;https://ecpc.org/;;;SC1-BHC-23-2018 - Novel patient-centred approaches for survivorship. palliation and/or end-of-life care;;;;;;;;;;;;;;;;;;;
825698;https://cordis.europa.eu/project/rcn/219829/factsheet/en;4196686.25;0;-;-;https://www.linkedin.com/company/the-aids-support-organisation-taso-uganda-ltd/about/;(confirmar);;SC1-BHC-16-2018 - Global Alliance for Chronic Diseases (GACD) - Scaling-up of evidence-based health interventions at population level for the prevention and management of hypertension and/or diabetes;;;;;;;;;;;;;;;;;;;
825750;https://cordis.europa.eu/project/rcn/220956/factsheet/en;4017970.00;1;152875.00;3.80;https://www.age-platform.eu/;"(not a PO but an organization for people +50; should be considered?)";;SC1-BHC-23-2018 - Novel patient-centred approaches for survivorship. palliation and/or end-of-life care;;;;;;;;;;;;;;;;;;;
825670;https://cordis.europa.eu/project/rcn/220263/factsheet/en;14839773.50;0;-;-;-;;;SC1-BHC-09-2018 - Innovation platforms for advanced therapies of the future;;;;;;;;;;;;;;;;;;;
825392;https://cordis.europa.eu/project/rcn/219121/factsheet/en;13137396.25;0;-;-;-;;;SC1-BHC-09-2018 - Innovation platforms for advanced therapies of the future;;;;;;;;;;;;;;;;;;;
825546;https://cordis.europa.eu/project/rcn/219814/factsheet/en;3891925.00;1;150000.00;3.85;http://ceoma.org/que-es-ceoma/historia-y-objetivos/;(confirmar);;SC1-BHC-16-2018 - Global Alliance for Chronic Diseases (GACD) - Scaling-up of evidence-based health interventions at population level for the prevention and management of hypertension and/or diabetes;;;;;;;;;;;;;;;;;;;
825925;https://cordis.europa.eu/project/rcn/219923/factsheet/en;14959781.25;1;75000.00;0.50;https://reumanederland.nl/over-ons/organisatie/;(confirmar);;SC1-BHC-09-2018 - Innovation platforms for advanced therapies of the future;;;;;;;;;;;;;;;;;;;
825859;https://cordis.europa.eu/project/rcn/219924/factsheet/en;3998125.00;0;-;-;-;;;SC1-BHC-23-2018 - Novel patient-centred approaches for survivorship. palliation and/or end-of-life care;;;;;;;;;;;;;;;;;;;
825510;https://cordis.europa.eu/project/rcn/220018/factsheet/en;3283475.00;0;-;-;-;;;SC1-BHC-18-2018 - Translational collaborative cancer research between Europe and the Community of Latin American and Caribbean States (CELAC);;;;;;;;;;;;;;;;;;;
825749;https://cordis.europa.eu/project/rcn/219928/factsheet/en;3999601.25;1;108750.00;2.72;https://www.fundacionflexer.org/la-fundacion.html;;;SC1-BHC-18-2018 - Translational collaborative cancer research between Europe and the Community of Latin American and Caribbean States (CELAC);;;;;;;;;;;;;;;;;;;
825832;https://cordis.europa.eu/project/rcn/219925/factsheet/en;3577431.25;1;197750.00;5.53;https://ecpc.org/;;;SC1-BHC-18-2018 - Translational collaborative cancer research between Europe and the Community of Latin American and Caribbean States (CELAC);;;;;;;;;;;;;;;;;;;
825806;https://cordis.europa.eu/project/rcn/220022/factsheet/en;3092400.00;2;255600.00;8.27;http://www.foscr.org/directorio/listing/fundacion-amoresperanza-y-vida/;https://www.sarcoma-patients.eu/en/;;SC1-BHC-18-2018 - Translational collaborative cancer research between Europe and the Community of Latin American and Caribbean States (CELAC);;;;;;;;;;;;;;;;;;;
825319;https://cordis.europa.eu/project/rcn/219817/factsheet/en;3769999.75;0;-;-;-;;;SC1-BHC-23-2018 - Novel patient-centred approaches for survivorship. palliation and/or end-of-life care;;;;;;;;;;;;;;;;;;;
825825;https://cordis.europa.eu/project/rcn/219838/factsheet/en;14995830.00;0;-;-;-;;;SC1-BHC-09-2018 - Innovation platforms for advanced therapies of the future;;;;;;;;;;;;;;;;;;;
806551;https://cordis.europa.eu/project/rcn/217467/factsheet/en;2923061.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
754658;https://cordis.europa.eu/project/rcn/216603/factsheet/en;6097875.00;1;115625.00;1.90;https://www.mpeurope.org/;;;SC1-PM-08-2017 - New therapies for rare diseases;;;;;;;;;;;;;;;;;;;
806595;https://cordis.europa.eu/project/rcn/215875/factsheet/en;5000000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
805609;https://cordis.europa.eu/project/rcn/214527/factsheet/en;3507750.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
804252;https://cordis.europa.eu/project/rcn/216349/factsheet/en;2570850.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
779340;https://cordis.europa.eu/project/rcn/215894/factsheet/en;6004152.50;0;-;-;-;;;SC1-PM-11-2016-2017 - Clinical research on regenerative medicine;;;;;;;;;;;;;;;;;;;
806038;https://cordis.europa.eu/project/rcn/215867/factsheet/en;3202530.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
778586;https://cordis.europa.eu/project/rcn/212512/factsheet/en;2029325.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
755179;https://cordis.europa.eu/project/rcn/212688/factsheet/en;6155125.00;0;-;-;-;;;SC1-PM-08-2017 - New therapies for rare diseases;;;;;;;;;;;;;;;;;;;
755021;https://cordis.europa.eu/project/rcn/212684/factsheet/en;6701365.00;0;-;-;-;;;SC1-PM-08-2017 - New therapies for rare diseases;;;;;;;;;;;;;;;;;;;
755005;https://cordis.europa.eu/project/rcn/212682/factsheet/en;6000000.00;0;-;-;-;;;SC1-PM-08-2017 - New therapies for rare diseases;;;;;;;;;;;;;;;;;;;
778048;https://cordis.europa.eu/project/rcn/213001/factsheet/en;2568692.00;0;-;-;-;;;SC1-HCO-07-2017 - Global Alliance for Chronic Diseases (GACD) prevention and management of mental disorders;;;;;;;;;;;;;;;;;;;
783818;https://cordis.europa.eu/project/rcn/213213/factsheet/en;3985000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
783667;https://cordis.europa.eu/project/rcn/213208/factsheet/en;3951479.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
779362;https://cordis.europa.eu/project/rcn/213053/factsheet/en;3355000.00;1;135317.00;4.03;https://ibpf.org/resource/fundacion-mundo-bipolar/;;;SC1-HCO-07-2017 - Global Alliance for Chronic Diseases (GACD) prevention and management of mental disorders;;;;;;;;;;;;;;;;;;;
755234;https://cordis.europa.eu/project/rcn/212691/factsheet/en;6013748.75;0;-;-;-;;;SC1-PM-08-2017 - New therapies for rare diseases;;;;;;;;;;;;;;;;;;;
779238;https://cordis.europa.eu/project/rcn/213036/factsheet/en;2465041.25;1;52500.00;2.13;https://www.alzheimer-europe.org/;;;SC1-HCO-07-2017 - Global Alliance for Chronic Diseases (GACD) prevention and management of mental disorders;;;;;;;;;;;;;;;;;;;
754848;https://cordis.europa.eu/project/rcn/212674/factsheet/en;5998515.75;0;-;-;-;;;SC1-PM-08-2017 - New therapies for rare diseases;;;;;;;;;;;;;;;;;;;
779255;https://cordis.europa.eu/project/rcn/213037/factsheet/en;2915526.75;0;-;-;-;;;SC1-HCO-07-2017 - Global Alliance for Chronic Diseases (GACD) prevention and management of mental disorders;;;;;;;;;;;;;;;;;;;
779263;https://cordis.europa.eu/project/rcn/213039/factsheet/en;3000000.00;0;-;-;-;;;SC1-HCO-07-2017 - Global Alliance for Chronic Diseases (GACD) prevention and management of mental disorders;;;;;;;;;;;;;;;;;;;
755394;https://cordis.europa.eu/project/rcn/212694/factsheet/en;12436858.75;2;111450.00;0.90;http://www.independentcancerpatientsvoice.org.uk/;https://www.europeancancerleagues.org/;;SC1-PM-10-2017 - Comparing the effectiveness of existing healthcare interventions in the adult population;;;;;;;;;;;;;;;;;;;
779316;https://cordis.europa.eu/project/rcn/213047/factsheet/en;5357032.50;0;-;-;-;;;SC1-PM-11-2016-2017 - Clinical research on regenerative medicine;;;;;;;;;;;;;;;;;;;
754936;https://cordis.europa.eu/project/rcn/212679/factsheet/en;5998966.25;1;477458.75;7.96;https://www.eu-patient.eu/;;;SC1-PM-10-2017 - Comparing the effectiveness of existing healthcare interventions in the adult population;;;;;;;;;;;;;;;;;;;
778424;https://cordis.europa.eu/project/rcn/211976/factsheet/en;2868734.25;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
778620;https://cordis.europa.eu/project/rcn/211712/factsheet/en;2184603.75;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
777835;https://cordis.europa.eu/project/rcn/211657/factsheet/en;1611542.75;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
767572;https://cordis.europa.eu/project/rcn/211279/factsheet/en;2823952.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
777373;https://cordis.europa.eu/project/rcn/211551/factsheet/en;2004583.75;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
778253;https://cordis.europa.eu/project/rcn/211615/factsheet/en;2992750.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
767419;https://cordis.europa.eu/project/rcn/211126/factsheet/en;2817154.75;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
767556;https://cordis.europa.eu/project/rcn/211448/factsheet/en;2711973.50;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
824986;https://cordis.europa.eu/project/rcn/220015/factsheet/en;3781179.75;0;-;-;-;;;SC1-BHC-18-2018 - Translational collaborative cancer research between Europe and the Community of Latin American and Caribbean States (CELAC);;;;;;;;;;;;;;;;;;;
756471;https://cordis.europa.eu/project/rcn/208755/factsheet/en;1030000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
756014;https://cordis.europa.eu/project/rcn/208752/factsheet/en;2421800.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
763059;https://cordis.europa.eu/project/rcn/208176/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
762948;https://cordis.europa.eu/project/rcn/208009/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
763129;https://cordis.europa.eu/project/rcn/208175/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
761828;https://cordis.europa.eu/project/rcn/207955/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
762833;https://cordis.europa.eu/project/rcn/208165/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
761981;https://cordis.europa.eu/project/rcn/208147/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
763138;https://cordis.europa.eu/project/rcn/208178/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
761595;https://cordis.europa.eu/project/rcn/208134/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
762351;https://cordis.europa.eu/project/rcn/208155/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
762315;https://cordis.europa.eu/project/rcn/207980/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
762368;https://cordis.europa.eu/project/rcn/208156/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
735097;https://cordis.europa.eu/project/rcn/207913/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
761906;https://cordis.europa.eu/project/rcn/207960/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
762343;https://cordis.europa.eu/project/rcn/208152/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
763100;https://cordis.europa.eu/project/rcn/208174/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
763073;https://cordis.europa.eu/project/rcn/208173/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
761612;https://cordis.europa.eu/project/rcn/208136/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
763310;https://cordis.europa.eu/project/rcn/208189/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
761525;https://cordis.europa.eu/project/rcn/207945/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
761702;https://cordis.europa.eu/project/rcn/207948/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
761976;https://cordis.europa.eu/project/rcn/207965/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
761509;https://cordis.europa.eu/project/rcn/207941/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
734941;https://cordis.europa.eu/project/rcn/207912/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
745220;https://cordis.europa.eu/project/rcn/207159/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
744268;https://cordis.europa.eu/project/rcn/207119/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
738774;https://cordis.europa.eu/project/rcn/207687/factsheet/en;3000935.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
744184;https://cordis.europa.eu/project/rcn/207117/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
738529;https://cordis.europa.eu/project/rcn/207685/factsheet/en;3032500.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
733169;https://cordis.europa.eu/project/rcn/207629/factsheet/en;3306750.00;0;-;-;-;;;SC1-PM-09-2016 - New therapies for chronic diseases;;;;;;;;;;;;;;;;;;;
733203;https://cordis.europa.eu/project/rcn/207446/factsheet/en;5913922.50;0;-;-;-;;;SC1-PM-09-2016 - New therapies for chronic diseases;;;;;;;;;;;;;;;;;;;
744918;https://cordis.europa.eu/project/rcn/207147/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
731560;https://cordis.europa.eu/project/rcn/207200/factsheet/en;4637477.50;0;-;-;-;;;SC1-PM-09-2016 - New therapies for chronic diseases;;;;;;;;;;;;;;;;;;;
744677;https://cordis.europa.eu/project/rcn/207135/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
738707;https://cordis.europa.eu/project/rcn/207638/factsheet/en;3109948.75;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
744248;https://cordis.europa.eu/project/rcn/207118/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
744712;https://cordis.europa.eu/project/rcn/207694/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
744737;https://cordis.europa.eu/project/rcn/207139/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
745175;https://cordis.europa.eu/project/rcn/207157/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
729143;https://cordis.europa.eu/project/rcn/205372/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
733379;https://cordis.europa.eu/project/rcn/207449/factsheet/en;5778827.49;1;66625.00;1.15;https://www.safestroke.eu/;;;SC1-PM-09-2016 - New therapies for chronic diseases;;;;;;;;;;;;;;;;;;;
731532;https://cordis.europa.eu/project/rcn/207197/factsheet/en;5934086.00;0;-;-;-;;;SC1-PM-11-2016-2017 - Clinical research on regenerative medicine;;;;;;;;;;;;;;;;;;;
743887;https://cordis.europa.eu/project/rcn/206799/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
744341;https://cordis.europa.eu/project/rcn/207123/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
744285;https://cordis.europa.eu/project/rcn/207120/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
744110;https://cordis.europa.eu/project/rcn/207113/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
734857;https://cordis.europa.eu/project/rcn/206838/factsheet/en;6916081.25;0;-;-;-;;;SC1-PM-22-2016 - Addressing the urgent research gaps against the Zika virus and other emerging threats in Latin America;;;;;;;;;;;;;;;;;;;
729575;https://cordis.europa.eu/project/rcn/205008/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
735709;https://cordis.europa.eu/project/rcn/205789/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
729968;https://cordis.europa.eu/project/rcn/205779/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
733108;https://cordis.europa.eu/project/rcn/205783/factsheet/en;2838126.25;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
729930;https://cordis.europa.eu/project/rcn/205778/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
736516;https://cordis.europa.eu/project/rcn/205155/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
711323;https://cordis.europa.eu/project/rcn/204955/factsheet/en;4393596.25;0;-;-;-;;;PHC-12-2015 - Clinical research for the validation of biomarkers and/or diagnostic medical devices;;;;;;;;;;;;;;;;;;;
744986;https://cordis.europa.eu/project/rcn/207150/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
734584;https://cordis.europa.eu/project/rcn/206848/factsheet/en;11566373.75;0;-;-;-;;;SC1-PM-22-2016 - Addressing the urgent research gaps against the Zika virus and other emerging threats in Latin America;;;;;;;;;;;;;;;;;;;
742223;https://cordis.europa.eu/project/rcn/207094/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
744585;https://cordis.europa.eu/project/rcn/207130/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
734969;https://cordis.europa.eu/project/rcn/205040/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
743909;https://cordis.europa.eu/project/rcn/207108/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
734950;https://cordis.europa.eu/project/rcn/205038/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
743905;https://cordis.europa.eu/project/rcn/206531/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
729171;https://cordis.europa.eu/project/rcn/205005/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
736632;https://cordis.europa.eu/project/rcn/205162/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
736508;https://cordis.europa.eu/project/rcn/205154/factsheet/en;50000.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
726513;https://cordis.europa.eu/project/rcn/204232/factsheet/en;3228570.00;0;-;-;-;;;SMEInst-05-2016-2017 - Supporting innovative SMEs in the healthcare biotechnology sector;;;;;;;;;;;;;;;;;;;
